Header_1,Header_2,Header_3,content
**Глава 6\. Ведение базы событий**,Пункт 6.7,Пункт 6.7.1,"В расчет величины валовых прямых потерь кредитной организацией (головной кредитной организацией банковской группы) включаются:
сумма прямых потерь от реализации события операционного риска, определяемых в соответствии с [пунктом3.12](#bookmark=id.zu0gcz) настоящего Положения, включая обесценение, списание активов, отраженных на счетах бухгалтерского учета кредитной организации (головной кредитной организации банковской группы);
корректировка стоимости прямых потерь, не отраженных в бухгалтерском учете в течение текущего календарногогода, связанных с перерасчетом величины прямых потерь от реализации события операционного риска прошлого периода, в случае, если отражение в бухгалтерском учете потерь длится более одного календарногогода (распределенные во времени потери). При этом в случае такой корректировки потери рассчитываются кредитной организацией (головной кредитной организацией банковской группы) в корреспонденции со счетами расходов текущегогода;
сумма прямых потерь по событиям операционного риска, которые вызывают искажение финансовой отчетности кредитной организации (головной кредитной организации банковской группы) за определенный отчетный период (календарный год), но которые могут быть полностью скорректированы в дальнейшем (например, при завершении расчетов, создании исправительных бухгалтерских записей и переоценке справедливой стоимости финансовых инструментов, при определении временных потерь).
Кредитная организация (головная кредитная организация банковской группы) определяет во внутренних документах порядок учета величины валовых прямых потерь, позволяющий точно определять уровень операционного риска, в том числе для целей расчета показателя, указанного в [абзаце седьмом подпункта1.1.1 пункта1](#bookmark=id.4l7dh4h) приложения 1 к настоящему Положению.  
Информация об изменениях:  
*Подпункт 6.7.2 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/186) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/672)*"
**Глава 6\. Ведение базы событий**,Пункт 6.7,Пункт 6.7.2,"Кредитная организация (головная кредитная организация банковской группы) определяет во внутренних документах порядок идентификации прямых потерь и возмещений в разрезе всех событий операционного риска, повлекших потери, с указанием дат учета, сумм и реквизитов бухгалтерских записей.  
Информация об изменениях:  
*Подпункт 6.7.3 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/187) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/673)*"
**Глава 6\. Ведение базы событий**,Пункт 6.7,Пункт 6.7.3,"В валовые прямые потери кредитной организацией (головной кредитной организацией банковской группы) не включаются:
расходы кредитной организации (головной кредитной организации банковской группы) по договорам на поддержание и регулярное обслуживание систем инженерно-технического обеспечения;
внутренние и внешние расходы кредитной организации (головной кредитной организации банковской группы), направленные на улучшение деятельности после завершения оценки потерь от реализации операционного риска (модернизация, совершенствование, мероприятия по предотвращению риска, улучшению качества процессов, оценке рисков и расширению функционала по управлению операционным риском);
выплата страховых премий;
абзац пятый утратил силу с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/189) Банка России от 25 марта 2022г. N 6103-У  
Информация об изменениях:  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/6735)*"
**Глава 6\. Ведение базы событий**,Пункт 6.8,,"По одному событию операционного риска кредитной организацией (головной кредитной организацией банковской группы) выявляются и учитываются в базе событий все виды произошедших потерь. Каждая потеря отражается кредитной организацией (головной кредитной организацией банковской группы) в базе событий отдельной записью с указанием идентификатора записи потери и номера бухгалтерской записи (идентификатора бухгалтерской записи), даты учета потери и с пометкой о связи с другим видом риска.
Кредитная организация (головная кредитная организация банковской группы) указывает перечень всех бухгалтерских записей одного вида потерь от реализации события операционного риска при указании в базе событий информации, приведенной в [абзаце тринадцатом пункта6.6](#bookmark=id.1j4nfs6) настоящего Положения, или в виде вложения со списком всех бухгалтерских записей в разбивке по суммам.  
Информация об изменениях:  
*Пункт 6.9 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/115) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/69)*
[6.9.](http://ivo.garant.ru/document/redirect/402869915/0) Кредитная организация (головная кредитная организация банковской группы) ведет учет потерь от реализации событий всех видов операционного риска, в том числе событий риска нарушения непрерывности деятельности, событий операционного риска, связанных с потерями, указанными в [абзаце втором подпункта3.13.3 пункта3.13](#bookmark=id.38czs75) настоящего Положения, и событий других нефинансовых рисков в составе общей базы событий либо раздельно. При этом кредитная организация (головная кредитная организация банковской группы) устанавливает единый подход к идентификации, оценке и классификации в соответствии с [главами 2](#bookmark=id.3whwml4) и [3](#bookmark=id.3hv69ve) настоящего Положения, исключающий дублирование и пропуски информации, в целях определения количественных контрольных показателей уровня операционного риска, указанных в [приложении 1](#bookmark=id.29ibze8) к настоящему Положению."
**Глава 6\. Ведение базы событий**,Пункт 6.10,,"В случае если кредитная организация (головная кредитная организация банковской группы) ведет базу событий отдельных видов операционного риска, событий регуляторного риска и (или) событий других нефинансовых рисков раздельно, кредитная организация (головная кредитная организация банковской группы) ежемесячно на отчетную дату включает события регуляторного риска и других нефинансовых рисков с прямыми потерями, связанными с реализацией операционного риска, в состав базы событий с учетом исключения пропусков и дублирования потерь, связанных с раздельным ведением баз событий."
**Глава 6\. Ведение базы событий**,Пункт 6.11,,"В случае если у события операционного риска потери распределены по разным учетным периодам (годам), данные потери в базе событий должны быть отнесены кгодам их отражения на счетах бухгалтерского учета.  
Информация об изменениях:  
*Пункт 6.12 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/116) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/612)*"
**Глава 6\. Ведение базы событий**,Пункт 6.12,,"Кредитная организация (головная кредитная организация банковской группы) определяет во внутренних документах специальные критерии для определения данных о потерях, вызванных единичными событиями операционного риска, и о потерях, вызванных однородными событиями операционного риска, произошедшими в течение установленного во внутренних документах периода времени (группа событий).
Кредитная организация (головная кредитная организация банковской группы) определяет во внутренних документах критерии однородности событий операционного риска для целей их группировки (например, события операционного риска объединяются кредитной организацией (головной кредитной организацией банковской группы) в одну группу в случае, если у них одинаковый источник операционного риска, один и тот же процесс или этап процесса, тип события операционного риска и (или) вид потерь, а период времени возникновения составил не более 48 часов). Группировка событий операционного риска должна быть предметом оценки, проводимой уполномоченным подразделением.
Кредитная организация (головная кредитная организация банковской группы) регистрирует группу событий в базе событий как одно событие операционного риска с указанием количества событий операционного риска, включенных в группу событий.  
Информация об изменениях:  
*Пункт 6.13 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/117) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/613)*"
**Глава 6\. Ведение базы событий**,Пункт 6.13,,"Возмещения потерь отражаются в группе полей базы событий, содержащей информацию о полученном возмещении понесенных потерь, по каждому событию операционного риска. Каждое возмещение потерь должно быть связано с регистрацией в бухгалтерском учете компенсации потери от реализации события операционного риска, отражено на счетах бухгалтерского учета в виде бухгалтерской записи по счетам доходов (прибылей), обратной бухгалтерской записи по счетам расходов или убытков, другой бухгалтерской записи по счетам бухгалтерского учета, отражающих поступление возмещения, с указанием номера бухгалтерской записи (идентификатора бухгалтерской записи), даты записи.  
Информация об изменениях:  
*Пункт 6.14 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/118) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/614)*"
**Глава 6\. Ведение базы событий**,Пункт 6.14,,"Кредитная организация (головная кредитная организация банковской группы) отражает в базе событий все возмещения одного вида по каждой прямой потере от реализации события операционного риска при указании в базе событий информации, приведенной в [абзаце тринадцатом пункта6.6](#bookmark=id.1j4nfs6) настоящего Положения, или в виде вложения со списком всех бухгалтерских записей в разбивке по суммам.
Кредитная организация (головная кредитная организация банковской группы) в случае получения возмещения по косвенным потерям (включая страховые выплаты, направленные на возмещение убытков, связанных с нарушением операционной устойчивости кредитной организации (головной кредитной организации банковской группы) и (или) приостановкой основных и прочих процессов, определяемых кредитной организацией (головной кредитной организацией банковской группы) в соответствии с [подпунктом4.1.1 пункта4.1](#bookmark=id.4kx3h1s) настоящего Положения, из\-за реализации источников операционного риска) вправе учитывать полученные возмещения при определении величины косвенной потери расчетным методом как без отражения отдельной записи о возмещении в базе событий (производится перерасчет величины косвенной потери с указанием информации о полученном возмещении), так и с отражением в базе событий отдельной записи о сумме полученного возмещения.  
Информация об изменениях:  
*Пункт 6.15 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/119) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/615)*"
**Глава 6\. Ведение базы событий**,Пункт 6.15,,"Виды возмещений потерь:
возмещения, полученные в судебном порядке;
возмещения, полученные во внесудебном порядке по соглашению сторон;
страховые выплаты от одной или нескольких страховых организаций, иностранных страховых организаций;
возмещения, полученные от третьих лиц;
возмещения от работников кредитной организации (головной кредитной организации банковской группы, участника банковской группы);
возмещения, полученные из других источников;
восстановление резерва на возможные потери по ссудам, ссудной и приравненной к ней задолженности в соответствии с [Положением](http://ivo.garant.ru/document/redirect/71721612/0) Банка России N590-П и [Указанием](http://ivo.garant.ru/document/redirect/585620/0) Банка России N1584-У;
восстановление резерва по прочим потерям и обязательствам некредитного характера в соответствии с [Положением](http://ivo.garant.ru/document/redirect/71901656/0) Банка России N611-П."
**Глава 6\. Ведение базы событий**,Пункт 6.16,,"Кредитная организация (головная кредитная организация банковской группы) определяет во внутренних документах порядок контроля за своевременностью отражения возмещения потерь от реализации событий операционного риска.  
Информация об изменениях:  
*Пункт 6.17 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/120) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/617)*"
**Глава 6\. Ведение базы событий**,Пункт 6.17,,"Кредитная организация (головная кредитная организация банковской группы) должна учитывать в базе событий отдельно валовые потери и чистые потери, определяемые в соответствии с [пунктом6.18](#bookmark=id.23muvy2) настоящего Положения. Возмещение используется кредитной организацией (головной кредитной организацией банковской группы) для уменьшения потерь только после того, как платеж получен кредитной организацией (головной кредитной организацией банковской группы) и отражен на счетах бухгалтерского учета. Дебиторская задолженность не является возмещением. Кредитная организация (головная кредитная организация банковской группы) в целях расчета суммы чистых потерь по событию операционного риска учитывает сумму возмещений, не превышающую сумму потерь в рублях. Кредитная организация (головная кредитная организация банковской группы) вправе не отражать поступившие возмещения в базе событий. В этом случае сумма чистых потерь от реализации события операционного риска в базе событий должна быть равна сумме валовых потерь от реализации данного события операционного риска.
В случае поступления возмещения от третьего лица в базе событий кредитная организация (головная кредитная организация банковской группы) указывает наименование третьего лица и его характеристики (например, страховая организация, контрагент, признак связи с кредитной организацией или банковской группой).
К зачету сумм возмещения кредитной организацией (головной кредитной организации банковской группы) не принимаются следующие виды возмещений:
возмещения, полученные от страховых организаций, входящих в банковскую группу (за исключением случая, когда возмещение от страховой организации, входящей в банковскую группу, получено в рамках перестрахования рисков от страховых брокеров, не входящих в банковскую группу);
возмещения от связанных с кредитной организацией (головной кредитной организации банковской группы, участниками банковской группы) лиц, акционеров, бенефициаров;
возмещения от других физических и юридических лиц, способных оказать влияние на деятельность кредитной организации (головной кредитной организации банковской группы, участников банковской группы).
Проверка достоверности, полноты и своевременности учета возмещений должна включаться кредитной организацией (головной кредитной организацией банковской группы) в программу оценки эффективности функционирования системы управления операционным риском, проводимой уполномоченным подразделением.  
Информация об изменениях:  
*Пункт 6.18 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/121) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/618)*"
**Глава 6\. Ведение базы событий**,Пункт 6.18,,Чистые потери от реализации события операционного риска определяются как потери за вычетом суммы возмещений с учетом требований [пункта6.17](#bookmark=id.4a7cimu) настоящего Положения.
**Глава 6\. Ведение базы событий**,Пункт 6.19,,"В случае корректировки значения потерь и возмещений в базе событий предыдущее значение потерь кредитной организацией (головной кредитной организацией банковской группы) не исправляется, а добавляется новая информация с новым значением (должна быть обеспечена сохранность предыдущих значений).
Информация о событиях операционного риска в базе событий подлежит ежегодной независимой оценке, проводимой уполномоченным подразделением."
**Глава 6\. Ведение базы событий**,Пункт 6.20,,"Кредитная организация (головная кредитная организация банковской группы) обеспечивает сохранность всех записей в базе событий. Внесение изменений и дополнений в информацию базы событий фиксируется кредитной организацией (головной кредитной организацией банковской группы) с указанием фамилии, имени, отчества (последнее при наличии) работника, сделавшего исправление, даты и основания исправления. Корректность исправления записи в соответствии с указанным основанием подлежит верификации в соответствии с внутренними документами кредитной организации (головной кредитной организации банковской группы)."
**Глава 6\. Ведение базы событий**,Пункт 6.21,,"Кредитная организация (головная кредитная организация банковской группы) устанавливает перечень должностей работников кредитной организации (головной кредитной организации банковской группы) с возложением полномочий и персональной ответственности на лиц, их замещающих, за несоблюдение требований внутренних документов по ведению базы событий, в том числе указывает во внутренних документах:
перечень должностей работников, ответственных за ведение базы событий;
перечень должностей работников, предоставляющих информацию для базы событий;
перечень должностей работников, определяющих потери от реализации событий операционного риска, занесенные в базу событий;
перечень должностей работников, ответственных за проверку полноты информации в базе событий и сверку счетов бухгалтерского учета с информацией, отраженной в базе событий."
**Глава 7\. Управление риском информационной безопасности**,Пункт 7.1,,"Кредитная организация (головная кредитная организация банковской группы) определяет во внутренних документах порядок управления риском информационной безопасности.  
Информация об изменениях:  
*Пункт 7.2 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/122) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/72)*"
**Глава 7\. Управление риском информационной безопасности**,Пункт 7.2,,"Риск информационной безопасности включает в себя:
риск преднамеренных действий со стороны работников кредитной организации и (или) третьих лиц с использованием программных и (или) программно-аппаратных средств, направленных на объекты информационной инфраструктуры кредитной организации (головной кредитной организации банковской группы) в целях нарушения и (или) прекращения их функционирования и (или) создания угрозы безопасности информации, подготавливаемой, обрабатываемой и хранимой такими объектами, а также в целях несанкционированного присвоения, хищения, изменения, удаления данных и иной информации (структуры данных, параметров и характеристик систем, программного кода) и нарушения режима доступа (далее \- киберриск);
другие виды риска информационной безопасности, связанные с обработкой (хранением, уничтожением) информации без использования объектов информационной инфраструктуры.  
Информация об изменениях:  
*Пункт 7.3 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/123) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/73)*"
**Глава 7\. Управление риском информационной безопасности**,Пункт 7.3,,"Инциденты, приведшие к фактической реализации риска информационной безопасности, в том числе киберриска, обусловленные источниками риска информационной безопасности, в том числе инциденты, связанные с нарушениями требований к обеспечению защиты информации при осуществлении переводов денежных средств, установленных в соответствии с [Положением](http://ivo.garant.ru/document/redirect/74709682/0) Банка России от 4 июня 2020года N719-П ""О требованиях к обеспечению защиты информации при осуществлении переводов денежных средств и о порядке осуществления Банком России контроля за соблюдением требований к обеспечению защиты информации при осуществлении переводов денежных средств"", зарегистрированным Министерством юстиции Российской Федерации 23 сентября 2020года N59991 (далее \- Положение Банка России N719-П), и [Положением](http://ivo.garant.ru/document/redirect/72246408/0) Банка России от 17 апреля 2019года N683-П ""Об установлении обязательных для кредитных организаций требований к обеспечению защиты информации при осуществлении банковской деятельности в целях противодействия осуществлению переводов денежных средств без согласия клиента"", зарегистрированным Министерством юстиции Российской Федерации 16 мая 2019года N54637 (далее \- Положение Банка России N683-П) (далее \- инциденты защиты информации), вследствие которых возникли прямые и (или) непрямые потери кредитной организации (головной кредитной организации банковской группы) (далее \- событие риска информационной безопасности), фиксируются кредитной организацией (головной кредитной организацией банковской группы) в базе событий с присвоением вида операционного риска в соответствии с [абзацем семнадцатым пункта6.6](#bookmark=id.xevivl) настоящего Положения.
Негативное влияние риска информационной безопасности должно определяться в виде потерь, приведенных в [пункте3.11](#bookmark=id.2koq656) настоящего Положения и [пункте4](#bookmark=id.1nbwu5n) приложения 5 к настоящему Положению."
**Глава 7\. Управление риском информационной безопасности**,Пункт 7.4,,"Кредитная организация (головная кредитная организация банковской группы) классифицирует события риска информационной безопасности по источникам операционного риска в соответствии с [пунктом3.3](#bookmark=id.2w5ecyt) настоящего Положения, а также по уязвимостям информационных систем и их компонентов как источникам последующих уровней классификации источников событий операционного риска в соответствии с [пунктом3.4](#bookmark=id.39kk8xu) настоящего Положения, обусловленным недостатками процессов обеспечения защиты информации, способствующими реализации угрозы безопасности информации (совокупность условий и факторов, создающих потенциальную или реально существующую опасность нарушения безопасности информации)."
**Глава 7\. Управление риском информационной безопасности**,Пункт 7.5,,"Кредитная организация (головная кредитная организация банковской группы) определяет во внутренних документах порядок ведения базы событий риска информационной безопасности (как в общей базе событий, так и в отдельной базе событий риска информационной безопасности). В случае если кредитная организация (головная кредитная организация банковской группы) ведет отдельную базу событий риска информационной безопасности, подразделению (работникам), ответственному (ответственным) за организацию и контроль обеспечения защиты информации (далее \- служба информационной безопасности), необходимо соблюдать требования к классификации событий риска информационной безопасности в соответствии с [пунктами 3.3-3.15](#bookmark=id.2w5ecyt) настоящего Положения и требования к ведению базы событий в соответствии с [пунктами 6.6-6.21](#bookmark=id.1rf9gpq) настоящего Положения.  
Информация об изменениях:  
*Пункт 7.6 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/124) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/76)*"
**Глава 7\. Управление риском информационной безопасности**,Пункт 7.6,,"Кредитная организация (головная кредитная организация банковской группы) обеспечивает выявление, регистрацию и учет всех событий риска информационной безопасности с определением всех элементов классификации в соответствии с [главами 2](#bookmark=id.3whwml4), [3](#bookmark=id.3hv69ve) и [6](#bookmark=id.10kxoro) настоящего Положения, [приложениями 4](#bookmark=id.1ojhawc) и 5 к настоящему Положению, определяет суммы потерь в разрезе видов потерь в соответствии с [пунктом3.11](#bookmark=id.2koq656) настоящего Положения и [пунктом4](#bookmark=id.1nbwu5n) приложения 5 к настоящему Положению с распределением по датам отражения в бухгалтерском учете, с раздельным учетом поступивших возмещений. В случае выявления событий риска информационной безопасности, связанных с не контролируемым кредитной организацией (головной кредитной организацией банковской группы) распространением сведений, составляющих банковскую тайну, кредитная организация (головная кредитная организация банковской группы) обеспечивает их регистрацию в базе событий, включающую описание указанных событий риска информационной безопасности в соответствии с [пунктом6.6](#bookmark=id.1rf9gpq) настоящего Положения.  
Информация об изменениях:  
*Пункт 7.7 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/125) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/77)*"
**Глава 7\. Управление риском информационной безопасности**,Пункт 7.7,,"Кредитная организация (головная кредитная организация банковской группы) в целях управления риском информационной безопасности определяет во внутренних документах порядок функционирования системы информационной безопасности и обеспечивает его выполнение, в том числе:
политику информационной безопасности;
выявление и идентификацию риска информационной безопасности, а также его оценку;
участие совета директоров (наблюдательного совета) и коллегиального исполнительного органа кредитной организации (головной кредитной организации банковской группы) в решении вопросов управления риском информационной безопасности;
распределение функций и ответственности коллегиального исполнительного органа и работников кредитной организации (головной кредитной организации банковской группы), в том числе исключающее конфликт интересов в рамках организационной структуры обеспечения информационной безопасности, а также предполагающее определение должностного лица (лица, его замещающего), ответственного за функционирование системы обеспечения информационной безопасности (с прямым подчинением лицу, осуществляющему функции единоличного исполнительного органа кредитной организации (головной кредитной организации банковской группы) и не участвующего в совершении операций, сделок, организации бухгалтерского и управленческого учета, обеспечении функционирования информационных систем;
выявление событий риска информационной безопасности, включая рассмотрение обращений клиентов, контрагентов, работников и третьих лиц, связанных с нарушением информационной безопасности, выявление и регистрацию инцидентов защиты информации, выявление фактов компрометации объектов информационной инфраструктуры;
обеспечение осведомленности кредитной организации (головной кредитной организации банковской группы) и участников технологических процессов об актуальных угрозах безопасности информации, обмен информацией о событиях риска информационной безопасности, в том числе об инцидентах защиты информации, и представление данных в Банк России в соответствии с требованиями [пункта8](http://ivo.garant.ru/document/redirect/72246408/8) Положения Банка России N683-П;
организацию ресурсного (кадрового и финансового) обеспечения, включая установление требований к квалификации работников кредитной организации (головной кредитной организации банковской группы), в том числе должностного лица (лица, его замещающего), ответственного за функционирование системы обеспечения информационной безопасности;
повышение осведомленности, обучение и развитие навыков работников кредитной организации (головной кредитной организации банковской группы) в области противодействия угрозам безопасности информации;
установление и реализацию программ контроля, в том числе программ аудита, включая независимую оценку соответствия уровня защиты информации в отношении объектов информационной инфраструктуры кредитной организации (головной кредитной организации банковской группы) в соответствии с требованиями [пункта9](http://ivo.garant.ru/document/redirect/72246408/9) Положения Банка России N683-П;
проведение мониторинга риска информационной безопасности;
соответствие фактических значений контрольных показателей уровня риска информационной безопасности принятым в кредитной организации (головной кредитной организации банковской группы) значениям;
планирование, разработку, реализацию, контроль и совершенствование комплекса мероприятий, направленных на повышение эффективности управления риском информационной безопасности и уменьшение негативного влияния риска информационной безопасности, в том числе в соответствии с реализуемыми уровнями защиты информации в отношении объектов информационной инфраструктуры кредитной организации (головной кредитной организации банковской группы) в соответствии с требованиями [подпункта3.1 пункта3](http://ivo.garant.ru/document/redirect/72246408/31) Положения Банка России N683-П;
обеспечение защиты от угроз безопасности информации, включая обеспечение защиты информации, управление риском информационной безопасности при передаче третьим лицам (внешним подрядчикам, контрагентам, участникам банковской группы) выполнения отдельных функций кредитной организации (головной кредитной организации банковской группы) и (или) использовании внешних информационных систем в рамках реализации направлений деятельности, в том числе в разрезе составляющих их процессов, кредитной организации (головной кредитной организации банковской группы), управление риском несанкционированного доступа внутреннего нарушителя, являющегося работником кредитной организации (головной кредитной организации банковской группы) или третьим лицом, обладающими полномочиями по доступу к объектам информационной инфраструктуры кредитной организации (далее \- внутренний нарушитель), предотвращение не контролируемого кредитной организацией (головной кредитной организацией банковской группы) распространения сведений, составляющих банковскую тайну, а также обеспечение операционной надежности;
порядок реагирования на выявленные события риска информационной безопасности, в том числе инциденты защиты информации, и восстановления деятельности кредитной организации (головной кредитной организации банковской группы) в случае реализации таких событий, включая порядок взаимодействия кредитной организации (головной кредитной организации банковской группы) с клиентами и третьими лицами, в том числе в случае получения уведомлений, связанных с осуществлением перевода денежных средств без согласия клиентов;
выполнение требований к обеспечению защиты информации при осуществлении банковской деятельности, связанной с осуществлением перевода денежных средств, в соответствии с [пунктом5](http://ivo.garant.ru/document/redirect/72246408/5) Положения Банка России N683-П;
процессы применения прикладного программного обеспечения автоматизированных систем и приложений, соответствующих требованиям [пункта4](http://ivo.garant.ru/document/redirect/72246408/4) Положения Банка России N683-П;
ежегодное тестирование на проникновение и анализ уязвимостей информационной безопасности объектов информационной инфраструктуры в соответствии с [подпунктом3.2 пункта3](http://ivo.garant.ru/document/redirect/72246408/32) Положения Банка России N683-П.  
Информация об изменениях:  
*Пункт 7.8 изменен с 1 октября 2022г. \- [Указание](http://ivo.garant.ru/document/redirect/405233105/126) Банка России от 25 марта 2022г. N 6103-У*  
*[См. предыдущую редакцию](http://ivo.garant.ru/document/redirect/76803902/78)*"
